# Swedish Computer Shops Database
# Generated: 2026-04-10
# License: CC-BY-4.0
# Attribution: Contains data from Bolagsverket and SCB, licensed under CC-BY-4.0
#   as EU High Value Datasets.
# Sources:
#   SCB bulk file: https://vardefulla-datamangder.bolagsverket.se/scb/scb_bulkfil.zip
#   Bolagsverket bulk file: https://vardefulla-datamangder.bolagsverket.se/bolagsverket/bolagsverket_bulkfil.zip
#   SCB Branschnyckeltal API (turnover estimates)
# Note: Sole traders excluded for privacy.
#   Turnover estimates are industry medians by SNI code, not company-specific.
#   Only active companies included. Headquarters and holding companies excluded.
org_number,company_name,legal_form,legal_form_description,registration_date,status,address,co_address,postal_code,city,municipality,county,primary_sni,primary_sni_description,all_sni_codes,all_sni_descriptions,business_description,match_method,match_confidence,b2c_b2b,shop_category,chain_group,chain_type,parent_company,ultimate_owner,classification_confidence,classification_method,matched_keyword,estimated_turnover_sek,turnover_source,turnover_year,data_source,extraction_date,data_license
165566655535,HEDDATA AKTIEBOLAG,AB,Aktiebolag,20040909.0,active,BRUNNSBERGSVÄGEN 12,,79690,ÄLVDALEN,,,46501,Wholesale: computers & peripherals,"46501,47401,62202,46503",Wholesale: computers & peripherals; Retail: computers & peripherals; 62202; 46503,,sni_code,high,B2B,IT Distribution (Wholesale),Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165561582106,HEMTEMA I SÖDERÅKRA AKTIEBOLAG,AB,Aktiebolag,19720101.0,active,EKESVÄGEN 16,,38551,SÖDERÅKRA,,,47541,,"47541,47403,95210,95220",47541; Retail: consumer electronics; 95210; 95220,,sni_code,high,B2C,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165563745107,HERRLJUNGA JRA DATA-CENTER AKTIEBOLAG,AB,Aktiebolag,19891029.0,active,STORGATAN 56,,52430,HERRLJUNGA,,,46501,Wholesale: computers & peripherals,"46501,62201,62900,47401,68209",Wholesale: computers & peripherals; 62201; 62900; Retail: computers & peripherals; 68209,,sni_code,high,B2B,IT Distribution (Wholesale),Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165561100628,HI FI KIT ELECTRONIC AKTIEBOLAG,AB,Aktiebolag,19720101.0,active,SANKT ERIKSGATAN 124  LGH 9999,,11331,STOCKHOLM,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165562074426,HI-FI BUTIKEN STEREOTORGET I ÖSTERSUND AB,AB,Aktiebolag,19810101.0,active,ÖVRE HANTVERKSGATAN 20 D,LYSÉN,83159,ÖSTERSUND,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566657325,HI-FI CONSULTING I HELSINGBORG AB,AB,Aktiebolag,20040909.0,active,DROTTNINGGATAN 7,,25221,HELSINGBORG,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165565934899,HI3G ACCESS AB,AB,Aktiebolag,20000711.0,active,BOX 7012,,12107,STOCKHOLM-GLOBEN,,,61100,,"61100,47402",61100; Retail: software,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566653274,HIFI KRISTIANSTAD AB,AB,Aktiebolag,20040826.0,active,ÄLLINGAVÄGEN 39,,29143,KRISTIANSTAD,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165564781416,HIFI SKÅNE AKTIEBOLAG,AB,Aktiebolag,19931203.0,active,SPÅNGATAN 4 C,,21144,MALMÖ,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165565051934,HIFI-PUNKTEN SKÖVDE AKTIEBOLAG,AB,Aktiebolag,19950122.0,active,LÅNGGATAN 11,,54140,SKÖVDE,,,47403,Retail: consumer electronics,"47403,70200,68203",Retail: consumer electronics; 70200; 68203,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165564806494,HIGH FIDELITY DAHNE & CO AKTIEBOLAG,AB,Aktiebolag,19940129.0,active,ÖRNBERGSVÄGEN 11,,14640,TULLINGE,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169696451559,HIGHTECHS I BJURHOLM HANDELSBOLAG,HB/KB,Handelsbolag / Kommanditbolag,19971126.0,active,KULLAVÄGEN 72,,90362,UMEÅ,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165568474653,HLR Proffsen i Sverige AB,AB,Aktiebolag,20110324.0,active,DROTTNINGGATAN 17,,59130,MOTALA,,,46460,,"46460,85599,47402",46460; 85599; Retail: software,,sni_code,high,B2B,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165565005625,HM MULTIMEDIA AKTIEBOLAG,AB,Aktiebolag,19941217.0,active,NYA STADENS TORG 8,EXPERT LIDKÖPING AB,53130,LIDKÖPING,,,47403,Retail: consumer electronics,"47403,47782",Retail: consumer electronics; 47782,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566248190,HOFVING I VIMMERBY AB,AB,Aktiebolag,20020311.0,active,RÖNNBÄRSGATAN 1,LEKIA I VIMMERBY,59837,VIMMERBY,,,47641,,"47641,47401",47641; Retail: computers & peripherals,,sni_code,high,B2C,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165563760999,HOLJE DATA AKTIEBOLAG,AB,Aktiebolag,19891203.0,active,ÖSTRA STORGATAN 6,,29334,OLOFSTRÖM,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566158217,HOME & MOBILE SOUNDVISION ALVIK AB,AB,Aktiebolag,20010911.0,active,JUNGFRUDANSEN 96  1301,,17151,SOLNA,,,43210,,"43210,46432,47403",43210; 46432; Retail: consumer electronics,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165564354511,HOT'N TOT PRODUKTIONS AKTIEBOLAG,AB,Aktiebolag,19911126.0,active,LINDEVÄGEN 14,,13554,TYRESÖ,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165590696869,HPC Consulting AB,AB,Aktiebolag,20160707.0,active,BOX 6019,HPC CONSULTING AB C/O CREANDUM,10231,STOCKHOLM,,,62201,,"62201,47401",62201; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165565281655,HRM Bil Motortorget AB,AB,Aktiebolag,19951224.0,active,TRAVERSGATAN 25,,53140,LIDKÖPING,,,47811,,"47811,95311,47401",47811; 95311; Retail: computers & peripherals,,sni_code,high,B2C,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165565156295,HRQ-DATA AB,AB,Aktiebolag,19950709.0,active,FORMAREGATAN 1-3,MARINEX AB,57236,OSKARSHAMN,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165591123939,HTM Audio & Music AB,AB,Aktiebolag,20170518.0,active,MARKETENTERIVÄG 25,,35236,VÄXJÖ,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566271838,HUDDINGE KOMMUNIKATION AB,AB,Aktiebolag,20020502.0,active,SJÖDALSVÄGEN 14,,14147,HUDDINGE,,,47402,Retail: software,47402,Retail: software,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169165772113,HYR-TEVE I ÖREBRO HANDELSBOLAG,HB/KB,Handelsbolag / Kommanditbolag,19881202.0,active,VETEVÄGEN 20,,70376,ÖREBRO,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165564651320,HYRKONSULTER I VASASTAN AB,AB,Aktiebolag,19930409.0,active,VARNEBY 35,HEIKKINEN,15196,ENHÖRNA,,,69201,,"69201,47401",69201; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165567860894,Haglöf & Nordkvist Norr AB,AB,Aktiebolag,20090723.0,active,BOX 140,HAGLÖF & NORDKVIST AB,79123,FALUN,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165567025639,Hallinc AB,AB,Aktiebolag,20060428.0,active,KÄRRSTIGEN 7 A,,18351,TÄBY,,,74990,,"74990,47401",74990; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165595504837,Halmstad Media Fixer AB,AB,Aktiebolag,20251024.0,active,BROGATAN 24,,30242,HALMSTAD,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569790537,Hamann Consulting Group AB,AB,Aktiebolag,20140814.0,active,ÄNGSVÄGEN 2,BENGT HAMANN,77010,FREDRIKSBERG,,,62201,,"62201,71123,47401",62201; 71123; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165562798388,Handels Aktiebolaget Tierp Radio & TV,AB,Aktiebolag,19860723.0,active,HANTVERKSGATAN 4,,81540,TIERP,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169698021335,Handelsbolaget E-parts elektronik & tillbehör,HB/KB,Handelsbolag / Kommanditbolag,20241122.0,active,FRITIOFS VÄG 23,,19452,UPPLANDS VÄSBY,,,47402,Retail: software,"47402,47401,47541,47403",Retail: software; Retail: computers & peripherals; 47541; Retail: consumer electronics,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169697472992,Handelsbolaget Memoria,HB/KB,Handelsbolag / Kommanditbolag,20100128.0,active,Kärleksgatan 2 A,Memoria AB,21145,MALMÖ,,,47401,Retail: computers & peripherals,"47401,62100",Retail: computers & peripherals; 62100,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169697128073,Handelsbolaget Nieminen Camera it,HB/KB,Handelsbolag / Kommanditbolag,20050908.0,active,ÅSGATAN 1,,66641,BILLINGSFORS,,,47401,Retail: computers & peripherals,"47401,61900,62201",Retail: computers & peripherals; 61900; 62201,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169697363753,Handelsbolaget SupportIT Växjö,HB/KB,Handelsbolag / Kommanditbolag,20080710.0,active,EVEDALSVÄGEN 76,PETER ERICSSON,35263,VÄXJÖ,,,62100,,"62100,47401",62100; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165590853296,Handersonimport AB,AB,Aktiebolag,20161117.0,active,ERIKSGATAN 29,ANDERSONIMPORT AB,46531,NOSSEBRO,,,47123,Internet retail: broad assortment,"47123,46432,47403,46160,47553",Internet retail: broad assortment; 46432; Retail: consumer electronics; 46160; 47553,,sni_code,high,B2C,Internet Retail,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165590527122,Hans Gustafsson Innovation AB,AB,Aktiebolag,20160225.0,active,SAMARITGATAN 11,,31434,HYLTEBRUK,,,47403,Retail: consumer electronics,"47403,71122",Retail: consumer electronics; 71122,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165164095381,Harman Becker Automotive Systems GmbH Sweden Filial,AB,Aktiebolag,20150219.0,active,TILLGÄNGLIGHETEN 3,,41710,GÖTEBORG,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569617136,Hedlunds El Och Styr AB,AB,Aktiebolag,20140213.0,active,ROSENSTIGEN 45,,73834,NORBERG,,,71123,,"71123,47403,77390",71123; Retail: consumer electronics; 77390,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165592148232,Hektor AB,AB,Aktiebolag,20190814.0,active,GAMLA TANNEFORSVÄGEN 90,,58254,LINKÖPING,,,61100,,"61100,68110,47402,46503,68201",61100; 68110; Retail: software; 46503; 68201,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165594933433,Helsing Westerlund AB,AB,Aktiebolag,20240823.0,active,WALLINGATAN 24,,11124,STOCKHOLM,,,47402,Retail: software,"47402,71123",Retail: software; 71123,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569434755,Helsingborgs teknikcenter AB,AB,Aktiebolag,20130926.0,active,HÄLSOVÄGEN 35,,25442,HELSINGBORG,,,47402,Retail: software,47402,Retail: software,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569341455,Helsoft AB,AB,Aktiebolag,20130613.0,active,HUSNÄS 122,,88293,HELGUM,,,62201,,"62201,74200,47401",62201; 74200; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569940983,Hemmapalatset AB,AB,Aktiebolag,20141211.0,active,TEKNIKVÄGEN 6,HEMMASHOPPEN,44495,ÖDSMÅL,,,47123,Internet retail: broad assortment,"47123,47541,46431,47403",Internet retail: broad assortment; 47541; 46431; Retail: consumer electronics,,sni_code,high,B2C,Internet Retail,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165590122403,Henriksberg IT-Konsult AB,AB,Aktiebolag,20150430.0,active,KVÄNUM HENRIKSBERG,,53591,KVÄNUM,,,62201,,"62201,47401",62201; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165568664584,Heptan AB,AB,Aktiebolag,20111006.0,active,MEDSKOG NORRA 1,,82440,HUDIKSVALL,,,47541,,"47541,47403,47402",47541; Retail: consumer electronics; Retail: software,,sni_code,high,B2C,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165594866526,Herontone AB,AB,Aktiebolag,20240614.0,active,STJERNSTRÖMS VÄG 5  LGH 1203,KARLSSON,12935,HÄGERSTEN,,,47403,Retail: consumer electronics,"47403,77220",Retail: consumer electronics; 77220,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566810627,Hersen Data AB,AB,Aktiebolag,20050526.0,active,ORRSPELSGATAN 13 A,DANIEL HERSÉN,74145,KNIVSTA,,,47401,Retail: computers & peripherals,"47401,95101,43999,47811",Retail: computers & peripherals; Repair: computers; 43999; 47811,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165563654531,Hgexact Picture AB,AB,Aktiebolag,19890820.0,active,ÄNGSVÄGEN 58 B,,14141,HUDDINGE,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165561689570,HiFi-Consult Örebro AB,AB,Aktiebolag,19720101.0,active,SANCTA BIRGITTAGATAN 5  0TR,,70214,ÖREBRO,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165591530505,Hifi Puls AB,AB,Aktiebolag,20180322.0,active,GÖTEBORGSVÄGEN 34,,43360,SÄVEDALEN,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566418090,High D Vision Aktiebolag,AB,Aktiebolag,20030327.0,active,BREDSJÖN KROKVÄGEN 41,HIGH D VISION AB,76175,NORRTÄLJE,,,47401,Retail: computers & peripherals,"47401,62201",Retail: computers & peripherals; 62201,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165590379243,High Fidelity CI AB,AB,Aktiebolag,20151203.0,active,SOLVARGSSTIGEN 13,,16355,SPÅNGA,,,47403,Retail: consumer electronics,"47403,62201,95101",Retail: consumer electronics; 62201; Repair: computers,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165568930944,High-Definition International AB,AB,Aktiebolag,20120517.0,active,HAGAGATAN 54,,11347,STOCKHOLM,,,47402,Retail: software,47402,Retail: software,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165567637961,Hire Sound Sweden AB,AB,Aktiebolag,20080821.0,active,OKTANVÄGEN 9,,31132,FALKENBERG,,,90390,,"90390,47403",90390; Retail: consumer electronics,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165591520696,Hofves Installations Service AB,AB,Aktiebolag,20180315.0,active,MOBILGATAN 6,,23539,VELLINGE,,,47403,Retail: consumer electronics,47403,Retail: consumer electronics,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569418337,Holger Accessories AB,AB,Aktiebolag,20130905.0,active,BLEKHOLMSTERASSEN 36,BAS,11164,STOCKHOLM,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569169468,Holst Performance AB,AB,Aktiebolag,20121229.0,active,VALLATORPSVÄGEN 156,HOLST,18752,TÄBY,,,47401,Retail: computers & peripherals,"47401,62201",Retail: computers & peripherals; 62201,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165568591357,Home Media i Göteborg AB,AB,Aktiebolag,20110714.0,active,HAGA KYRKOGATA 26,,41123,GÖTEBORG,,,47403,Retail: consumer electronics,"47403,95210",Retail: consumer electronics; 95210,,sni_code,high,B2C,Consumer Electronics,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165568313968,Homebase Nordic AB,AB,Aktiebolag,20101209.0,active,MONICAVÄGEN 10,,21363,MALMÖ,,,62100,,"62100,96220,96230,47403,90390",62100; 96220; 96230; Retail: consumer electronics; 90390,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165564900065,Hos Bois AB,AB,Aktiebolag,19940806.0,active,BLOCKGATAN 12,HOS BOIS AB,65341,KARLSTAD,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165564595550,HÄRJEDALENS TELEMARKETING AKTIEBOLAG,AB,Aktiebolag,19930115.0,active,HELAGSGATAN 2,,84233,SVEG,,,47402,Retail: software,"47402,47711",Retail: software; 47711,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165562464247,HÖGSBYNÄT AB,AB,Aktiebolag,19840819.0,active,STORGATAN 61,,57930,HÖGSBY,,,95101,Repair: computers,"95101,77330,26300,47401",Repair: computers; 77330; 26300; Retail: computers & peripherals,,sni_code,high,Service,Computer Repair/Service,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165594687898,Hållbara ideér för er i Sverige AB,AB,Aktiebolag,20240126.0,active,NYGATAN 29,KUNSKAP IT EKONOMI SVERIGE AB,80311,GÄVLE,,,62100,,"62100,47401",62100; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165593920266,IBAK Sverige AB,AB,Aktiebolag,20220812.0,active,NILS GRISES STRÄTE 2,,23930,SKANÖR,,,71121,,"71121,42990,31009,41000,47401",71121; 42990; 31009; 41000; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165591516629,IBAM solutions AB,AB,Aktiebolag,20180308.0,active,LÖTMOGATAN 9,ISAK BARROW,12632,HÄGERSTEN,,,46503,,"46503,47403,61900,85690",46503; Retail: consumer electronics; 61900; 85690,,sni_code,high,B2B,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165569535759,IC Gruppen Syd AB,AB,Aktiebolag,20131212.0,active,SADELGATAN 10,,21377,MALMÖ,,,43210,,"43210,47401,95210",43210; Retail: computers & peripherals; 95210,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566167846,IDFELDT CONSULTING AB,AB,Aktiebolag,20011012.0,active,EKORRVÄGEN 6,,79277,NUSNÄS,,,85594,,"85594,43120,62100,47401,85324",85594; 43120; 62100; Retail: computers & peripherals; 85324,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566654512,IGUS Group AB,AB,Aktiebolag,20040902.0,active,HULTATORPSVÄGEN 16,,43279,TVÅÅKER,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566853536,IHT Industrial Heating & Validation AB,AB,Aktiebolag,20050908.0,active,KOLLA-BENGTSSONS VÄG 6,,43431,KUNGSBACKA,,,46502,Wholesale: electronic components,"46502,71121,47403,26400",Wholesale: electronic components; 71121; Retail: consumer electronics; 26400,,sni_code,high,B2B,Electronic Components (Wholesale),Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
167696069561,IMEGA EKONOMISK FÖRENING,EkFor,Ekonomisk forening,20010413.0,active,INDUSTRIGATAN 4,,98231,GÄLLIVARE,,,73111,,"73111,47401,95101,62100",73111; Retail: computers & peripherals; Repair: computers; 62100,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165594952292,IMG ENTREPRENAD AB,AB,Aktiebolag,20240906.0,active,LANDSVÄGEN 77,BOX 4028,17265,SUNDBYBERG,,,78201,,"78201,43320,62100,47401",78201; 43320; 62100; Retail: computers & peripherals,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165566531637,IMPULSLARM NORRKÖPING AB,AB,Aktiebolag,20040108.0,active,PLATINAGATAN 5,,60223,NORRKÖPING,,,47402,Retail: software,47402,Retail: software,,sni_code,high,B2C,Software,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165562919612,IMW KONTORSMASKINER AKTIEBOLAG,AB,Aktiebolag,19870219.0,active,ÖDENÄSVÄGEN 29,IMW KONTORSMASKINER AB,43898,HINDÅS,,,47401,Retail: computers & peripherals,"47401,95101",Retail: computers & peripherals; Repair: computers,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
165562318922,INFERENCE MACHINES SWEDEN AKTIEBOLAG,AB,Aktiebolag,19840108.0,active,KUNGSBRO STRAND 19  LGH1306,TÄRNLUND,11226,STOCKHOLM,,,47401,Retail: computers & peripherals,47401,Retail: computers & peripherals,,sni_code,high,B2C,Computer & Peripherals,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
169696985416,INFISOL HANDELSBOLAG,HB/KB,Handelsbolag / Kommanditbolag,20040115.0,active,JOHANNESFREDSVÄGEN 52 B LGH 1202,ABJAR ISSA,16868,BROMMA,,,62100,,"62100,47401,70200,62201",62100; Retail: computers & peripherals; 70200; 62201,,sni_code,high,,,Independent,Independent,,,N/A,default,,,,,SCB + Bolagsverket bulk files,2026-04-10,CC-BY-4.0
